bookingID,Accuracy,Speed,acceleration,gyro,second
0,10.127617148554338,22.946083068847656,12.988327560723713,0.7490863541789519,1589.0
1,3.706485680190935,21.882141,12.790146533651225,0.7178643622127892,1034.0
2,3.9306256410256397,9.360483,13.403409794715994,0.4636854952212466,825.0
4,10.0,19.780000686645508,21.05326537025169,0.6616747771006374,1094.0
6,4.586721461187211,16.394695000000002,14.49826803876108,0.6262943809611401,1094.0
7,3.6810337197049976,25.230654,14.097100198267725,1.4231297358831925,959.0
8,6.995189610389611,18.27,13.513197569901559,0.4204510318025366,462.0
10,3.815000000000008,20.05,14.308998062791694,0.5108947790757163,374.0
11,4.222359999999997,17.876741,13.337434824250504,0.7742690635549896,299.0
14,20.241206030150753,20.7800350189209,13.436526067909773,0.7716729643343548,599.0
16,4.425510835913339,18.33,13.092974444421296,0.5541722083612336,659.0
17,4.265749174917512,28.119999,17.359312092165442,0.7743113374591089,614.0
18,11.23671497584541,15.289999961853027,12.830739976283297,0.8028424447990136,1034.0
21,4.488907526881724,16.127022,12.516447292243285,0.6098442402216061,464.0
25,6.149548076923076,19.313803,11.951671507057327,3.572947402189776,794.0
26,4.667367007672639,20.96278,13.361634122492879,1.2556140882297322,808.0
27,11.683601646090537,25.75,15.29279164034871,0.7711320031380927,1214.0
28,3.820534161490698,23.499256,15.217382732047888,0.6831991410257342,643.0
29,5.033888888888933,18.81,13.724159024205024,0.7473400624660825,1169.0
30,4.1629327354260175,10.97,11.796086185933428,0.5056854184998507,224.0
32,4.093298611111096,22.03102,12.742307813962322,2.546742387603872,1440.0
33,3.5375731707317257,19.625328,11.594545527962707,0.5343325979990506,1229.0
34,6.052979118329469,24.204386,16.454431147026526,2.600418356011807,493.0
35,5.223068468468485,26.021782,17.776686699157413,4.007499199009756,1664.0
36,3.715797979797986,15.534246,13.318975765019664,0.5100755187172802,494.0
37,3.7151088607595053,25.37,11.560584408539452,0.18807587137908913,404.0
38,3.7366041666667034,25.47,13.210998469485835,0.4020607321575235,719.0
39,4.974264705882345,24.009903,14.874358806880714,1.2575807913822488,1481.0
41,8.63030303030303,14.077008,13.209008053410635,1.0256128112724507,659.0
43,5.745709487825301,24.979,13.98890607342985,0.6390576383945197,1199.0
44,3.62911518324608,14.638927,11.986509003323633,0.6545266768398547,389.0
47,13.534938340807171,20.2608,22.311188051006514,0.5555416256251325,1114.0
50,8.403120370370372,23.522625,14.4905609634841,0.6746306093256687,1079.0
52,4.297955595026642,20.10789,13.091327602127219,0.723360563809812,584.0
53,7.780645161290322,27.71927833557129,12.488685637481362,0.783183916867891,464.0
56,4.824637681159422,25.524664,13.165771235748593,0.7098089116832437,344.0
57,4.084726666666674,24.570461,13.295793522560315,1.0319306075926418,1092.0
58,3.773389583333357,21.173203,12.590641919837259,0.8264977212270498,960.0
59,13.045271634615379,16.02,12.554237248732953,0.4730762300192147,861.0
63,10.071054599850411,26.71999931335449,13.189039249757894,0.5142977719844365,1394.0
64,7.339921195652181,20.71,12.33850151650004,0.3999553768227477,374.0
65,4.2593094059406,22.115837,12.612029716173861,1.1835056556639347,404.0
68,8.64595186335403,16.355946,14.034244426938336,0.9902065391714087,644.0
69,6.342624119718288,29.038767,15.266918931510753,0.866327150749327,1139.0
71,9.129411764705882,22.874120712280273,13.0692996371383,0.8590834557751258,650.0
73,3.524542483660152,18.88028,12.283497511928413,0.49661092694202386,819.0
74,3.6214968421052647,21.664892,13.05852567028876,1.2088336088806906,960.0
76,3.4992238341969215,26.180317,12.789843799247437,0.703128966913861,1184.0
80,4.811113333333321,27.0945,13.078792733132001,0.5817530020455792,749.0
81,3.7478103448275863,13.8765135,11.807536037861542,0.6385350844208151,179.0
84,3.650606315789482,15.24,13.870647852585707,0.8464121078595,494.0
85,7.941991341991342,31.67069435119629,13.414282041477662,2.1870283028215503,1154.0
86,4.451443927648564,21.953556,14.35334736297065,1.082929412323301,1949.0
87,3.6869766606822534,18.67,12.444095859277498,2.01322079464156,599.0
88,10.316742081447964,28.15999984741211,13.273010083812132,0.8723879296268844,914.0
89,4.258474576271182,9.785183,11.31170416674293,0.44243623291278933,239.0
91,3.7631555555555525,17.478025,13.26875984173213,0.4983707186698777,180.0
94,4.210407665505244,28.13,11.053426465472505,0.5459141500693424,584.0
95,4.792416666666666,27.83,14.439122789860805,0.7789930574944273,1679.0
96,3.9403270440251448,25.32,11.845751015130352,0.7000697012255517,1417.0
97,5.028992277992277,13.0,12.124062632841142,0.4997930203068591,569.0
98,10.027156549520766,22.450000762939453,13.946346244950213,0.9469534069035517,1261.0
101,4.455063157894724,20.74,13.894488012720394,1.096797235019694,1196.0
102,3.7534899764150262,24.64,13.083474424876835,0.5181583341308468,1893.0
103,7.672886111111112,12.4,12.998979868795004,0.607564007738874,359.0
104,3.876781725888338,29.198309,12.643970445794677,0.6055871970727161,1049.0
105,9.484968000000004,7.4980699999999985,10.520031220599586,0.5374203589927349,157.0
108,4.668554838709674,11.155014,12.582466479986504,0.6422573117431927,314.0
109,3.796932346723057,16.423967,11.676483274612,0.48194429716109505,610.0
110,3.6055692541857214,22.582922,13.067893820437575,0.8713970122103156,659.0
112,12.255172413793103,13.747477531433105,12.199755109714772,0.7433594868641792,434.0
113,6.111296202531766,19.78,11.869223999304623,0.8319055301884865,1334.0
114,7.835496659242733,20.467842,12.95650481958933,3.932491575502287,1043.0
115,4.818394392523372,16.037226,11.558121614085023,0.45226380453167386,554.0
116,5.170386266094421,20.025824,15.69635778376048,1.4036409068386269,239.0
119,9.11298050139276,7.93,24.120659696939697,2.942159222272564,809.0
122,4.341914965986367,25.075481,15.20057219663725,3.3121054258449516,1531.0
124,7.147937878787878,13.92,12.757507773188884,0.6327808009702663,659.0
125,4.207412280701767,24.632568,12.778052519977757,0.6153608427647632,720.0
126,4.588597083653096,28.603525,13.353931456921986,0.5076817697582163,1304.0
127,15.03010752688172,13.926793098449707,11.92976236485904,0.6717835634597749,719.0
130,10.84,23.537620544433594,14.051282962399679,0.8240728168051046,149.0
131,7.186991869918699,14.59184455871582,12.300858763023601,3.5160264661067564,614.0
134,4.371995833333331,18.917698,11.465339199025584,0.14176160552237854,239.0
136,8.062702956020177,19.12,12.254257500147148,0.47291472448104704,1784.0
137,4.0003822937626055,18.618425,14.889323105288762,0.7515413005402756,1019.0
139,8.858295555555557,12.413143,11.199876003062647,0.5409327813958941,584.0
140,3.618217734855166,17.33,14.231475835967563,0.7366503248244187,1139.0
142,8.683950617283951,19.479999542236328,12.696058601567664,0.6768241265395452,843.0
143,3.330310030395137,12.047897,13.602078399643263,2.4752868775058205,329.0
145,5.385127895266911,19.05,11.475166818788347,0.5130017473991578,1034.0
146,3.9408739946380726,14.7339115,12.996338736299212,0.8350650689848947,870.0
147,3.904863366336651,24.61,13.640640402019004,0.4418471574392221,509.0
148,3.4574166666666613,14.28,10.989361220262515,0.5314062200981675,614.0
149,4.426524999999998,10.4,14.133995896967965,0.7332370005973939,119.0
150,3.4589374999999993,17.123928,12.579788004621594,0.7089487986185149,619.0
151,5.245386631716911,26.39,11.97974828267889,0.7780633308914312,764.0
152,10.291228070175439,25.202375411987305,14.251283961625832,0.6510499135585845,569.0
153,7.314164536741216,12.67,12.265912025153709,0.8690496819594223,845.0
154,3.519221042471078,18.051308,10.913824535881087,1.3657233879073916,1308.0
156,7.735879999999997,21.17,12.4736359769937,0.5032935077222486,854.0
157,3.6904259259259584,19.36,12.95127983689247,0.6325060423947072,1965.0
158,4.614472972972976,25.15731,14.279725730082431,0.8010790411939462,1079.0
159,12.594936708860759,14.38000011444092,12.440190377354346,4.404681869199044,569.0
162,3.75865782493373,27.98,12.51068852521943,0.3706871152245592,764.0
163,4.7407407407407405,18.30011367797852,13.116970353130435,1.1029691879881847,134.0
168,11.345714285714285,24.15806770324707,12.45988563275134,0.5886834500379996,1319.0
171,5.668784172661944,24.57,15.783979001192813,0.7747234551567386,1274.0
172,10.94150417827298,14.901326179504395,11.419864821568373,0.8296165790201632,359.0
8589934594,7.833504624871531,18.80592918395996,12.550643666015574,0.6315478939688166,1304.0
8589934595,4.676846057571969,25.894428,17.418738620257763,0.4876402583890778,974.0
8589934597,7.297085185185186,13.182356,12.445623152144664,0.6045906198255198,269.0
8589934598,13.502392344497608,14.503079414367676,14.289536410926232,1.3799083534294394,554.0
8589934599,11.75820701754386,12.570016,14.767349044552306,0.37227501223822956,460.0
8589934600,3.4561048913043297,23.154654,24.32818101653678,1.510065373215689,1888.0
8589934603,4.116959511077159,23.995924,21.45922560241318,1.9345752342266906,1529.0
8589934604,16.87692307692307,26.92,15.48394220824122,0.7459780035561894,284.0
8589934606,7.79874213836478,23.62395477294922,16.24523787741321,0.5321559820742265,794.0
8589934607,4.135914893617047,26.36,14.076801363533745,0.8144651775664025,989.0
8589934608,3.862485130111548,17.21,12.006267554228218,0.7994871055568442,539.0
8589934609,7.344481605351171,16.319879531860348,12.061476031590834,0.6787508700811501,599.0
8589934611,7.29692329545455,31.64686,21.735731243166402,4.4252622095329786,1409.0
8589934612,3.55143636363637,18.523975,12.26543533627222,0.5356374935604615,494.0
8589934613,3.224765517241378,10.94,11.053550304213855,0.5941744126996129,149.0
8589934614,12.42878787878788,24.88999938964844,13.307670408272863,0.925433057955626,794.0
8589934615,10.442953020134228,21.3799991607666,14.049349743913863,1.1060681036776026,944.0
8589934617,4.4252182741116926,19.863401,14.510234036478936,0.9050335387962286,794.0
8589934618,9.631969258589514,16.783981,16.673823023498155,1.347944696710361,978.0
8589934620,3.930785578747636,24.183517,13.358934212718692,0.8584139823950389,1218.0
8589934622,3.670901268115983,22.934992,11.786405516526232,2.5775759110191734,1277.0
8589934624,10.391203703703704,21.049999237060547,14.419336993581208,1.0558366261638035,454.0
8589934626,12.390588235294118,18.450000762939453,12.28778654941747,1.8651380535554465,464.0
8589934627,9.02897352342159,16.435935999999998,12.648042622498709,0.6191120667974036,494.0
8589934628,13.93516699410609,14.140000343322756,12.47595172423956,0.5279323736236197,511.0
8589934629,7.76,22.76939582824707,12.862520907678102,0.6677793402982367,599.0
8589934630,3.5722173333333487,14.0401745,13.140532794528074,0.8734288310947497,749.0
8589934631,9.738955823293173,18.979999542236328,13.706299722947389,0.3479736534501872,639.0
8589934632,6.583687943262412,30.78219413757324,14.164831720323212,1.3437400349557818,1409.0
8589934633,8.406172839506173,23.72920036315918,12.208101014098933,0.8394786693668724,974.0
8589934634,9.537864978902972,24.50924,14.22591234242125,4.423444606520121,1307.0
8589934635,4.063501981505961,19.335297,18.27494630253876,0.6512205795616327,840.0
8589934636,4.077708978328172,14.104478,12.045855113226802,0.44960391623167406,329.0
8589934637,8.190865921787703,14.47,11.327455953224325,0.3936656947369019,659.0
8589934638,4.207246846846823,15.11,14.27078984529924,0.6704786179364242,808.0
8589934639,4.6810635451504865,21.5,11.802346952559697,0.34424227005998437,899.0
8589934641,9.037531276063387,28.32150077819824,13.03450575002682,0.985213420359696,1229.0
8589934642,5.726208664898314,29.61563,13.7127646780527,0.744222355763243,1738.0
8589934644,4.01080574912893,22.456724,15.50187712650484,1.1590273728622653,1154.0
8589934647,3.740333333333339,17.36329,14.175485723739426,0.8544134695897532,539.0
8589934648,3.708069592476447,24.02,15.287621708951658,0.46497340346365157,1964.0
8589934651,3.891950897072747,22.32,16.71775528693692,0.665777744570795,1079.0
8589934652,3.9048198642812864,27.42603,14.237364907230855,0.768586524578946,1694.0
8589934653,4.164661728395087,25.1,12.701715717243252,0.5681332445293031,1214.0
8589934654,4.075383587786273,24.304295,12.657380268571359,0.6235386575487116,524.0
8589934658,3.8778666666666544,20.386316,11.911735118631583,0.38826802974025776,194.0
8589934661,5.928787709497207,26.264818,52.57065703906364,8.122878982874909,1078.0
8589934662,4.160837837837846,16.565529,14.031395776359945,0.822284143665321,554.0
8589934664,9.771689497716896,23.28818130493164,12.57857922512608,0.37207787642406775,1094.0
8589934666,5.2326472361809,22.074192,13.263781997033472,0.4645517101378569,1183.0
8589934667,10.892222222222221,24.903329849243164,13.87757859170422,0.903093249992136,959.0
8589934669,4.446330926594468,15.87,13.372666820216647,0.5245364886438485,1229.0
8589934670,5.305301075268888,21.76,12.291449493891024,0.46657080638993065,1443.0
8589934671,3.740805214723955,19.05,11.036597983813913,0.672444930042307,884.0
8589934672,4.635395511921468,19.857197,15.538012813646258,0.7052191063583592,791.0
8589934673,8.321652525252532,20.61,13.176420779699292,0.6187972919391569,494.0
8589934674,6.133333333333334,24.7178,13.01396261396969,0.17103409308666423,329.0
8589934676,11.92878787878788,20.525615692138672,12.449711505054468,0.4391348773777883,659.0
8589934678,4.822579710144926,14.997247,13.000795951096142,1.7583337846948954,690.0
8589934679,14.329268292682928,11.0,12.414112258884408,0.7104820738232595,329.0
8589934680,6.372051748251764,23.3,11.583690256597393,0.9116640961077553,734.0
8589934681,6.769369369369369,18.87452888488769,14.084411251676176,0.5303139468807591,1110.0
8589934682,10.722522522522523,19.016084671020508,11.996434924036807,3.5211305558564363,554.0
8589934683,5.350483463035013,26.781742,15.58336807648238,0.6883568906526374,1080.0
8589934684,6.203140333660452,21.74853515625,12.633954670416943,0.764757538048492,1214.0
8589934685,3.9760588235294296,21.159426,13.391178521207255,0.7056691635647682,959.0
8589934688,4.973392857142853,26.080425,13.08610827130595,4.666588464839257,1454.0
8589934690,3.8352757847533776,27.620314,13.005395433976817,0.5567348795308512,914.0
8589934692,9.398148148148149,25.13461685180664,13.289922255038759,0.6291692954623354,434.0
8589934693,4.18328039215684,25.862568,13.468433222504267,0.8000902800489902,1530.0
8589934694,6.3323211233211225,20.157883,14.630311589240954,1.1641046866227887,1058.0
8589934695,9.456264775413711,29.440000534057607,13.85157828317387,1.2969396724086588,1279.0
8589934696,8.539198103266587,27.82,16.33212659862209,0.8218651838055304,1469.0
8589934697,3.466829059829072,15.940791,13.817566670640993,1.0808252857362184,584.0
8589934698,3.635654320987655,17.020884,11.619431846302666,0.5985338753942085,329.0
8589934699,9.55503389830508,26.923342,11.55726651809002,0.12882399044899728,434.0
8589934700,4.508676838810579,30.53,12.546972592214637,1.0340452268623204,1289.0
8589934701,14.134185303514377,15.38144588470459,17.047494685992195,9.444894592792524,314.0
8589934702,4.723736486486468,27.255926,14.462465413237467,0.6244572881123472,1184.0
8589934704,13.517543859649123,20.05698585510254,14.573084363121124,0.9449454192050553,902.0
8589934706,4.969207048458234,21.82,26.087116706880206,2.582536548607458,1364.0
8589934711,4.795262833675581,15.43,11.919221217057325,0.4349467297097588,809.0
8589934712,9.595965417867435,32.31999969482422,13.585510224933849,0.8943731269149295,2129.0
8589934713,10.686075949367089,17.690000534057614,15.03977887908319,0.8738248373678662,1304.0
8589934714,4.408602848101254,29.949072,14.436405142401469,0.8806610844621107,1334.0
8589934718,8.26457211538462,18.5,11.602523470899502,3.2711163697547616,254.0
8589934719,4.647486023444544,29.096842,13.280767729273476,0.723889885626007,1108.0
8589934720,3.640454268292683,12.79,11.566789478462349,0.7107656053983473,404.0
8589934725,5.125119236883925,16.12,12.833591470010596,0.9431508676989703,644.0
8589934726,15.668896321070234,16.198883056640625,14.692186472190352,0.5316109242430102,746.0
8589934727,5.5444395161290325,30.614267,13.466636775477818,0.6579904007337474,1001.0
8589934729,2.6072332730560563,24.851303,12.596927876602779,3.677834172878435,1004.0
8589934730,7.696707395498414,16.601597,13.078281833220187,0.8609764740286105,344.0
8589934734,4.661606457242549,26.98,13.10193995253831,0.544078224373151,1154.0
8589934736,6.392592592592592,14.194547653198242,16.116985614402534,0.5751897559228609,134.0
8589934737,3.985932226832622,26.625643,16.58673685658318,1.1482949482938802,1635.0
8589934739,4.381987654320989,15.43,12.893805589559246,0.7926800019837619,419.0
8589934741,4.553025367156166,26.59,14.403534896751438,0.1727123473910007,749.0
8589934742,5.143225433526008,7.3207397,11.302018480750881,0.5427254983959603,192.0
8589934747,12.716836327345302,32.69,17.375929988949174,0.6937909152832787,1445.0
8589934749,7.264102564102564,16.643259048461914,14.158215867945026,4.227882867888852,389.0
8589934752,3.39093486894362,20.196825,17.955447665401024,1.0977018495175808,1258.0
8589934754,8.978110599078342,20.1286678314209,13.648700097983447,0.8310551539744111,929.0
8589934755,8.015503875968992,32.68726348876953,13.337543842688964,1.5823068079976526,1533.0
8589934757,11.099315068493151,17.81369400024414,17.96145326742398,1.4351707445550344,584.0
8589934758,3.633850707850714,19.470654,17.35889841198911,1.0562821704373107,912.0
8589934760,3.8023757575757475,13.85,13.460775721415567,0.5174638894607653,164.0
8589934761,13.419079259610822,27.3210391998291,12.90737911866367,3.677212160796983,2384.0
8589934762,7.104219512195122,14.218693,14.337900298425378,0.9297273816208621,645.0
8589934764,4.50038414634146,20.76,11.559582954138277,0.551829600909229,164.0
17179869191,3.3983715220949438,19.97534,41.336950963998305,8.417808595737334,1919.0
